เลขที่ลำดับ,Transaction ID,ชื่อ นามสกุล,ที่อยู่,หมายเลขบัตรประชาชน,เบอร์ติดต่อกลับ,ประเภทการชำระเงิน,  วันเวลา เข้ามาพัก,ห้องพักเลขที่,สัญชาติ,อาชีพ,มาจากตำบล อำเภอ จังหวัด หรือประเทศใด,จะไปตำบล อำเภอ จังหวัด หรือประเทศใด,วันเวลาที่ออกไป
154,VP01298,วิรัตน์,-,-,082-1141-788,เงินโอน QR,22 ส.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ส.ค. 68
155,VP01299,นาย สมใจ บุญส่ง,-,-,089-5327-017,เงินโอน QR,22 ส.ค. 68,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ส.ค. 68
156,VP01300,รถน้ำส้ม,-,-,-,เงินสด,22 ส.ค. 68,A102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ส.ค. 68
157,VP01301,สงกรานต์,-,-,065-5987-445,เงินโอน QR,22 ส.ค. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ส.ค. 68
158,VP01302,ธเนศ,-,-,063-7305-666,เงินโอน QR,22 ส.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ส.ค. 68
159,VP01303,เกรียงศักดิ์,-,-,098-5341-312,เงินสด,22 ส.ค. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ส.ค. 68
160,VP01304,เพ็ญระพร,-,-,097-1426-523,เงินสด,22 ส.ค. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ส.ค. 68
161,VP01305,สังวาล,-,-,083-4211-303,เงินสด,23 ส.ค. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
162,VP01306,อนุชิิต,,,061-2598-988,เงินโอน QR,23 ส.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
163,VP01307,บริษัท ตระกลูชัย,-,-,089-5699-346,เงินสด,23 ส.ค. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
164,VP01308,คมไพสิฐ,-,-,096-1757-237,เงินโอน QR,23 ส.ค. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
165,VP01309,คุณปั่น,-,-,086-4666-146,เงินโอน QR,23 ส.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
166,VP01310,เสกศักดิ์,-,-,089-5699-346,เงินโอน QR,23 ส.ค. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
167,VP01311,สนธยา,-,-,080-8192-542,เงินสด,23 ส.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
168,VP01312,กัลยากร,-,-,083-1800-908,เงินโอน QR,23 ส.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
169,VP01313,ธวัช,-,-,084-1793-723,เงินโอน QR,23 ส.ค. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
170,VP01314,นายธิติพงษ์ จรินร์โคตร,-,1410100067322,080-4651-451,เงินสด,23 ส.ค. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
171,VP01315,ศศิธร  สามา,-,-,094-2915-946,เงินสด,23 ส.ค. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ส.ค. 68
172,VP01316,ชัยโย,-,-,088-1119-753,เงินสด,24 ส.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ส.ค. 68
173,VP01317,น้ำจิ้มคุณนิด,-,-,-,เงินโอน QR,24 ส.ค. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ส.ค. 68
174,VP01318,นรเสฎธิ์  ไหล่จิตรภาชัยกร,-,-,083-3333-811,เงินสด,24 ส.ค. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ส.ค. 68
175,VP01319,ยุวดี  อุบลแก้ว,-,-,085-4856-611,เงินโอน QR,25 ส.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ส.ค. 68
176,VP01320,เศตวรรต  ไชยสุระ,-,-,064-4201-785,เงินโอน QR,25 ส.ค. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ส.ค. 68
177,VP01321,ประดิษฐ์,-,-,098-4880-344,เงินโอน QR,25 ส.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ส.ค. 68
178,VP01322,ภาคิน,-,-,098-9053-956,เงินสด,26 ส.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ส.ค. 68
179,VP01323,อภิรมศักดิ์  สุขะ,-,-,098-9619-429,เงินโอน QR,26 ส.ค. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ส.ค. 68
180,VP01324,มณีรัตน์,-,-,083-3343-541,เงินโอน QR,26 ส.ค. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ส.ค. 68
181,VP01325,ครรชิต,-,-,093-1634-257,เงินสด,26 ส.ค. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ส.ค. 68
182,VP01326,พุทธิพงศ์,-,-,-,เงินสด,26 ส.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ส.ค. 68
183,VP01327,อรรถวิชญ์  จรถวิล,-,-,064-6767-675,เงินสด,26 ส.ค. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ส.ค. 68
184,VP01328,มังกร,-,1321000125347,087-2153-411,เงินโอน QR,27 ส.ค. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 ส.ค. 68
185,VP01329,กิตติศักดิ์,-,-,064-5935-847,เงินสด,27 ส.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 ส.ค. 68
186,VP01330,บุญเกิด,-,-,090-3525-606,เงินโอน QR,27 ส.ค. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 ส.ค. 68
187,VP01331,คุณอนงค์,-,-,080-5277-588,เงินโอน QR,28 ส.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,29 ส.ค. 68
188,VP01332,ศิรินทิพย์   ทวี,-,-,098-9611-336,เงินโอน QR,28 ส.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,29 ส.ค. 68
189,VP01333,ศรินญา,-,-,092-2149-818,เงินสด,29 ส.ค. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,30 ส.ค. 68
190,VP01334,วุฒิชัย  เศษรักษา,-,-,098-6460-740,เงินโอน QR,30 ส.ค. 68,A109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,31 ส.ค. 68
191,VP01335,อาทิตย์ กองกาณ,-,-,098-6773-611,เงินโอน QR,30 ส.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,31 ส.ค. 68
192,VP01336,พรรณรัตน์,-,-,063-1508-917,เงินสด,31 ส.ค. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ก.ย. 68
193,VP01337,น.ส.ธิติมา พิมปัดชา,159 ม.5 ต.ท่าดอกคำ อ.บึงโขลหลง จ.บึงกาฬ,1470600071159,087-9492-420,เงินสด,01 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,02 ก.ย. 68
194,VP01338,อิสริยะ ภูนาเมือง,,,061-1342-115,เงินสด,01 ก.ย. 68,B201,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,02 ก.ย. 68
195,VP01339,จีรนันท์ มงคลเสริม,,,092-5494-715,เงินสด,02 ก.ย. 68,B202,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ก.ย. 68
196,VP01340,นายประเวศ สาคี,74 ม.3 ต.นาคูณใหญ่ อ.นาหว่า จ.นครพนม,3480900365383,062-1461-060,เงินสด,03 ก.ย. 68,B203,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ก.ย. 68
197,VP01341,GUBEW,,,099-1175-368,เงินสด,02 ก.ย. 68,B204,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ก.ย. 68
198,VP01342,เอกนกร โสมอินทร์,,,098-5911-225,เงินสด,02 ก.ย. 68,B205,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ก.ย. 68
199,VP01343,ตุ๊ก,,,094-3915-946,เงินสด,02 ก.ย. 68,B206,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ก.ย. 68
200,VP01344,ธาราธร,,,-,เงินสด,02 ก.ย. 68,B207,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ก.ย. 68
201,VP01345,นายพิชิชัย,,,080-0138-270,เงินโอน QR,02 ก.ย. 68,A111,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ก.ย. 68
202,VP01346,บริษัท สยามคาร์เรนท์ จำกัด,9/333 ซอยรัชดาภิเษก 33 ถนนรัชดาภิเษก แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900,105545076084,,เงินโอน QR,02 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ก.ย. 68
203,VP01347,บริษัท สยามสเคป จำกัด,59/6 หมู่ที่ 2 ตำบลเกาะพะงัน อำเภอเกาะพะงัน จ.สุราษฎร์ธานี 84280,845566002229,,เงินโอน QR,03 ก.ย. 68,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ก.ย. 68
204,VP01348,อภิชัย,,,,เงินสด,03 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ก.ย. 68
205,VP01349,ชวลิต เข็มศิริ,,,086-8585-674,เงินโอน QR,03 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ก.ย. 68
206,VP01350,คุณกิ้,,,084-3304-040,เงินโอน QR,03 ก.ย. 68,A108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ก.ย. 68
207,VP01351,น.ส.นภาวรรณ ถานัน,170 ม.8 ต.ปากคาด อ.ปากคาด บึงกาฬ,1431000175388,,เงินสด,03 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ก.ย. 68
208,VP01352,จิตสุภา เจริญพันธ์,,,096-0673-804,เงินสด,03 ก.ย. 68,N4,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ก.ย. 68
209,VP01353,ชณัฐษิกาญจน์ สิงห์ทอง,,,098-8398-854,เงินสด,04 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ก.ย. 68
210,VP01354,คุณอ้น,,,,เงินโอน QR,04 ก.ย. 68,A102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ก.ย. 68
211,VP01146,เซาวลิต,-,-,098-7991-839,เงินสด,02 ส.ค. 68,A111,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ส.ค. 68
212,VP01147,เหนือฟ้า,-,-,064-3586-160,เงินโอน QR,02 ส.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ส.ค. 68
213,VP01148,ทวีศักดิ์,-,-,082-8389-843,เงินโอน QR,02 ส.ค. 68,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ส.ค. 68
214,VP01149,สุริยันห์  ยิ่งลาท,-,-,092-5202-651,เงินสด,03 ส.ค. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ส.ค. 68
215,VP01150,วีระยุทธ  วีระกร,-,-,064-5919-705,เงินสด,03 ส.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ส.ค. 68
216,VP01151,ดวงฤดี ธนพรรัชต์,-,-,092-8067-515,เงินสด,03 ส.ค. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ส.ค. 68
217,VP01152,ณัฐวุฒิ โพธิ์สว่าง,-,-,088-5605-004,เงินโอน QR,03 ส.ค. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ส.ค. 68
218,VP01153,อภิชาติ,-,-,082-2474-822,เงินสด,03 ส.ค. 68,N3,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ส.ค. 68
219,VP01154,วุฒิชัย เศษรักษา,-,-,098-6460-740,เงินโอน QR,04 ส.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ส.ค. 68
220,VP01355,บริษัท แพลน บี มีเดีย จำกัด (มหาชน),1700 อาคารแพลน บี ทาวเวอร์ ถนนเพชรบุรีตัดใหม่ แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400,10755-6000-507,,เงินสด,04 ก.ย. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ก.ย. 68
221,VP01356,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2533 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,105523002118,,เงินโอน QR,04 ก.ย. 68,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ก.ย. 68
222,VP01357,รภน้ำส้ม,,,,เงินโอน QR,04 ก.ย. 68,A102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ก.ย. 68
223,VP01358,บริษัท มนต์ทรานสปอร์ต จำกัด,9/111 อาคารยูเอ็มทาวเวอร์ ชั้น 11 ถนนรามคำแหง แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,10553-9030-507,,เงินโอน QR,04 ก.ย. 68,A101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ก.ย. 68
224,VP01359,คุณสิทธิ์,,,065-0786-675,เงินสด,05 ก.ย. 68,N7,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 ก.ย. 68
225,VP01360,ณัชพล สุทธิโสรณ,,,080-1589-565,เงินโอน QR,05 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 ก.ย. 68
226,VP01361,ฟ้า,,,080-1805-376,เงินโอน QR,05 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 ก.ย. 68
227,VP01362,ปองทิพย์ สุขเป้ง,,,097-2986-683,เงินสด,05 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 ก.ย. 68
228,VP01363,มนต์เทียน  ช่างเตี้ย,,,,เงินสด,05 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 ก.ย. 68
229,VP01364,ชลิต,,,093-1628-669,เงินสด,05 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 ก.ย. 68
230,VP01365,บริษัท สยาม ไฮเอท เทคโนโลยี จำกัด,98/24 หมู่ที่ 11 ซอยแฟคตอรี่แลนด์ 2 ถนนพุทธมณฑลสาย 5 ตำบลไร่ขิง อำเภอสามพราน จ.นครปฐม 73210,205548026478,,เงินโอน QR,06 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 ก.ย. 68
231,VP01366,เอกชัย จินมา,,,098-3314-342,เงินสด,06 ก.ย. 68,N1,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 ก.ย. 68
232,VP01367,บริษัท พีรพัฒน์ เทคโนโลยี จำกัด (มหาชน),406 ถนนรัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,107551000231,,เงินโอน QR,06 ก.ย. 68,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 ก.ย. 68
233,VP01368,ทวีทรัพย์ ไตรณรงค์,,,080-9918-816,เงินโอน QR,06 ก.ย. 68,A102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 ก.ย. 68
234,VP01369,บริษัท สหชัย (ประเทศไทย) จำกัด,6/55 หมู่ที่ 5 ตำบลลาดสวาย อำเภอลำลูกกา จ.ปทุมธานี 12150,135557010539,,เงินโอน QR,06 ก.ย. 68,A101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 ก.ย. 68
235,VP01370,บริษัท ผกาวรรณ เทรดดิ้ง จำกัด,505 หมู่ที่ 1 ตำบลหนองนาคำ อำเภอเมืองอุดรธานี จ.อุดรธานี 41000,415554000955,,เงินสด,06 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 ก.ย. 68
236,VP01371,บริษัท เอส ซี เค คอนสตรัคชั่นแอนด์เอ็นจิเนียริ่ง จำกัด,95/91 ถนนสุวินทวงศ์ แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510,115556014913,,เงินโอน QR,07 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 ก.ย. 68
237,VP01372,บริษัท ทีเคซี ไพรม์ ไทร์ จำกัด,222 หมู่ที่ 15 ถนนพิศาลสารกิจ ตำบลพันดอน อำเภอกุมภวาปี จ.อุดรธานี 41370,415558001425,,เงินโอน QR,07 ก.ย. 68,B101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 ก.ย. 68
238,VP01373,สวภณ วงศ์กองแก้ว,,,062-6455-832,เงินสด,07 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 ก.ย. 68
239,VP01374,ร.ต.ท. สุรพล ถาวงศ์พันธ์,,,095-2362-066,เงินสด,07 ก.ย. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 ก.ย. 68
240,VP01375,บริษัท แอสเซนด์ กรุ๊ป จำกัด,101 ทรู ดิจิทัล พาร์ค อาคารฟีนิกซ์ ชั้น 9-10 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,105558096445,,เงินสด,07 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 ก.ย. 68
241,VP01376,สนธยา สุดาทิพย์,,,080-8192-542,เงินโอน QR,07 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 ก.ย. 68
242,VP01377,บริษัท เอฟเวอเรสท์ เท็กซ์ไทล์ (ประเทศไทย) จำกัด,898 อาคารเพลินจิตทาวเวอร์ ชั้น 13 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,705541000266,,เงินสด,08 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 ก.ย. 68
243,VP01378,วิทยาลัยเทคนิค  จ.หนองคาย,,,062-9614-917,เงินโอน QR,08 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 ก.ย. 68
244,VP01379,คุณประเวศ สาดี,,,062-1461-060,เงินโอน QR,08 ก.ย. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 ก.ย. 68
245,VP01380,มนตรี สุทธิเมทากุล,,,,เงินโอน QR,08 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 ก.ย. 68
246,VP01381,บริษัท น้ำจิ้มคุณนิด จำกัด,201/1 ถนนนเรศวร ตำบลหมากแข้ง อำเภอเมืองอุดรธานี จ.อุดรธานี 41000,415550000357,,เงินสด,08 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 ก.ย. 68
247,VP01382,บริษัท ธนวรรธน์การค้า จำกัด,45/6 ถนนอัษฎาธร ตำบลศรีภูมิ อำเภอเมืองเชียงใหม่ จ.เชียงใหม่ 50200,505554001624,,เงินโอน QR,08 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 ก.ย. 68
248,VP01383,ชาญชัย,,,099-6175-516,เงินโอน QR,09 ก.ย. 68,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ก.ย. 68
249,VP01384,ฉัตรชัย มุกตรี,,,095-8812-569,เงินสด,09 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ก.ย. 68
250,VP01385,บริษัท เวิลด์ ฟูดส์ อินเตอร์เนชั่นแนล จำกัด,60/2 หมู่ที่ 7 ซอยสินประสงค์ ถนนเพชรเกษม ตำบลอ้อมน้อย อำเภอกระทุ่มแบน จ.สมุทรสาคร 74130,745537000800,,เงินสด,09 ก.ย. 68,N3,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ก.ย. 68
251,VP01386,บริษัท เอสซีเค มอเตอร์ พาร์ท จำกัด,4 ซอยเพชรเกษม 51 แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160,105536026878,,เงินสด,09 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ก.ย. 68
252,VP01387,บริษัท ไฮไฟ โอเรียนท์ ไทย จำกัด (มหาชน),83/161-162 ซอยงามวงศ์วาน 47 (ชินเขต 2) แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,107551000053,,เงินโอน QR,09 ก.ย. 68,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ก.ย. 68
253,VP01388,ร้านใบหยก ค้าข้าว,,,062-5613-164,เงินสด,09 ก.ย. 68,N4,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ก.ย. 68
254,VP01389,ประเวส  สาดี,,,,เงินโอน QR,09 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ก.ย. 68
255,VP01390,คุณเมย์,,,,เงินโอน QR,09 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ก.ย. 68
256,VP01391,หนูนา,,,,เงินโอน QR,10 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
257,VP01392,อนุวัฒน์,,,083-9567-448,เงินสด,10 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
258,VP01393,วิทยาลัยเทคนิค  จ. เลย,,,,เงินโอน QR,10 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
259,VP01394,คุณสุกิต,,,,เงินโอน QR,10 ก.ย. 68,A109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
260,VP01395,วิทยาลัยอาชีวะ  จ.อุดรธานี,,,,เงินสด,10 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
261,VP01396,ภัทรากร แก้วศิริ,,,062-8736-944,เงินสด,10 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
262,VP01397,คุณพลอย,,,095-2411-669,เงินสด,10 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
263,VP01398,บริษัท ศิเทค จำกัด,30 ซอยกรุงเทพกรีฑา 20 แขวงทับช้าง เขตสะพานสูง กรุงเทพมหานคร 10250,105533129722,,เงินโอน QR,10 ก.ย. 68,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
264,VP01399,บริษัท วรรณธน ดี.ซี จำกัด,25/1 หมู่ที่ 3 ตำบลหนองบัว อำเภอเมืองอุดรธานี จ.อุดรธานี 41000,415566003504,,เงินสด,10 ก.ย. 68,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ก.ย. 68
265,VP01400,ห้างหุ้นส่วนจำกัด วุฒิโชคเทรดดิ้ง,317 ซอยรัตนาธิเบศร์ 38 ตำบลบางกระสอ อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000,123561002420,,เงินโอน QR,11 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
266,VP01401,นิทาวดี,,,095-6630-058,เงินโอน QR,11 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
267,VP01402,เกรียงไกร,,,083-2414-975,เงินโอน QR,11 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
268,VP01403,อธิชา น้อยอามาต์ย,,,093-1628-669,เงินสด,11 ก.ย. 68,A102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
269,VP01404,มาดัน สิงห์,,,086-7963-129,เงินโอน QR,11 ก.ย. 68,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
270,VP01405,ลุงวร,,,062-4635-168,เงินโอน QR,11 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
271,VP01406,คุณน้ำ,,,092-3186-289,เงินสด,11 ก.ย. 68,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
272,VP01407,คุณณัฐพล,,,086-5331-517,เงินสด,11 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
273,VP01408,บริษัท ไพโอเนียร์ พรีซิสชั่น จำกัด,50/12 หมู่ที่ 4 ตำบลบ้านใหม่ อำเภอบางใหญ่ จ.นนทบุรี 11140,125554018466,,เงินสด,11 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ก.ย. 68
274,VP01409,สมุนไพรเจ๊ซิ๊ม,,,084-3033-740,เงินโอน QR,12 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
275,VP01410,นฤมล,,,081-4866-156,เงินสด,12 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
276,VP01411,บิ๊กวัน,,,088-5554-628,เงินโอน QR,12 ก.ย. 68,B101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
277,VP01412,เจต,,,064-6270-963,เงินโอน QR,12 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
278,VP01413,มยุวดี,,,061-3364-025,เงินโอน QR,12 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
279,VP01414,บริษัท ทีชเทค จำกัด,109/110-111 ซอยซอยนวมินทร์ 74 แยก 3 ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร,105550005858,,เงินสด,12 ก.ย. 68,B102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
280,VP01415,กิตติพัฒน์,,,063-205-6294,เงินโอน QR,12 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
